226	56049
305	56053
928	56504
297	56598
191	56207
664	56589
571	56283
274	56520
231	56045
346	56551
516	56122
597	56625
649	56193
612	56438
976	56118
465	56386
137	56642
138	56510
202	56470
715	56235
646	56849
931	56080
960	56475
201	56536
665	56050
459	56806
132	56060
676	56434
886	56568
526	56131
895	56337
342	56622
161	56026
822	56871
608	56665
131	56355
978	56124
426	56878
180	56623
329	56237
870	56270
638	56548
836	56540
521	56385
448	56810
938	56886
550	56371
519	56745
847	56659
818	56808
354	56067
820	56280
934	56512
548	56661
975	56272
758	56699
771	56155
298	56109
551	56182
770	56121
122	56697
438	56488
417	56239
460	56411
717	56735
259	56753
727	56834
502	56627
792	56749
270	56144
486	56284
114	56240
917	56823
728	56202
678	56837
423	56779
557	56242
856	56204
210	56479
197	56817
444	56141
428	56192
186	56041
355	56686
221	56250
762	56597
801	56308
994	56819
914	56043
806	56161
173	56621
996	56496
624	56115
838	56845
707	56149
659	56201
842	56055
115	56359
350	56713
383	56833
621	56324
108	56150
128	56702
709	56252
339	56858
832	56370
986	56241
175	56859
408	56440
843	56400
983	56600
745	56634
804	56099
894	56037
680	56218
862	56048
799	56432
884	56726
720	56366
265	56087
220	56629
750	56152
498	56147
911	56079
950	56148
643	56698
214	56782
391	56206
382	56095
682	56132
213	56443
821	56020
848	56028
372	56112
740	56236
118	56826
234	56898
632	56410
124	56739
669	56019
225	56108
273	56391
937	56238
566	56861
276	56021
835	56636
314	56815
160	56114
475	56804
141	56134
573	56441
784	56513
183	56585
719	56160
964	56576
401	56489
572	56710
125	56647
331	56525
547	56592
242	56085
